1,7
1,5
0,6
0,6
0,4
1,5
0,7
1,6
1,6
1,7
1,6
0,7
0,6
1,7
1,6
1,5
1,6
0,5
1,6
1,6
1,7
0,7
1,5
1,6
1,5
0,5
1,6
1,6
0,5
0,6
1,5
1,4
1,5
1,6
1,6
1,5
1,6
1,6
1,6
1,5
1,6
0,5
1,7
0,6
1,5
1,6
1,5
1,5
0,5
0,5
1,6
1,8
1,6
1,6
1,6
1,6
1,5
1,6
1,6
1,6
0,6
1,5
1,5
1,3
1,7
1,5
1,6
1,6
1,5
1,6
1,7
1,6
1,6
1,6
0,6
0,5
1,4
1,6
1,5
0,5
1,7
1,5
1,5
1,5
1,5
0,6
1,7
0,4
1,5
0,6
1,5
1,5
1,5
1,5
0,5
0,5
1,6
1,5
1,5
0,6
1,6
1,5
1,6
1,5
1,7
1,5
0,7
1,7
1,5
1,6
1,5
0,6
0,6
1,5
1,5
1,6
1,6
1,6
1,5
1,6
0,5
0,6
1,7
1,6
1,5
1,6
1,6
1,6
0,7
1,6
1,6
0,5
1,6
1,7
1,6
0,6
1,6
0,6
1,7
1,6
1,6
1,7
1,7
0,5
1,6
1,5
1,6
1,6
1,5
1,6
1,6
1,7
1,6
1,5
1,6
1,6
1,7
1,6
1,5
1,6
0,5
1,7
1,3
1,6
1,6
1,5
1,5
1,6
1,7
0,5
0,6
1,5
1,5
1,7
0,6
1,5
0,5
0,7
1,7
1,7
1,6
1,7
1,7
1,5
1,6
0,5
1,7
1,6
0,5
1,5
1,6
0,6
1,7
1,5
1,5
1,5
1,6
1,6
0,7
1,5
1,5
1,7
1,6
1,7
1,6
0,5
1,7
1,5
1,7
1,5
0,5
1,6
1,5
1,4
1,6
1,6
0,6
0,6
1,6
0,6
1,5
1,6
1,6
1,5
0,6
1,6
1,7
1,6
1,6
1,4
1,5
1,5
0,3
1,6
0,6
1,7
0,6
0,6
1,6
1,5
1,5
0,6
1,5
1,7
1,6
1,5
1,6
1,6
1,6
1,6
0,5
1,5
1,5
1,6
1,6
1,5
0,5
0,6
1,5
0,5
1,6
1,6
0,6
1,5
1,5
0,4
0,6
0,4
1,5
1,6
0,7
1,7
1,5
1,6
0,7
1,7
0,5
1,6
1,5
0,6
1,7
1,5
1,6
1,7
1,6
1,7
1,5
1,5
1,6
1,6
0,6
0,6
1,6
1,6
1,5
1,5
0,7
1,5
1,5
1,5
1,5
1,5
1,6
1,6
0,5
1,5
1,5
1,7
1,5
1,4
0,6
0,7
1,7
1,6
1,7
1,6
0,5
1,6
0,6
1,7
1,5
1,6
1,6
1,5
0,3
1,7
0,7
1,6
0,6
1,6
0,6
0,5
1,6
1,6
1,6
0,6
1,6
0,6
1,5
1,5
1,5
1,6
1,6
0,5
1,5
1,7
1,6
1,6
0,7
1,6
1,5
1,6
1,5
1,5
1,6
1,6
1,5
1,6
1,6
0,5
1,5
1,5
1,6
1,6
1,5
1,5
1,6
1,6
1,6
1,6
1,5
0,7
0,5
0,6
1,5
1,6
0,5
1,8
1,5
1,5
1,5
0,6
1,6
1,8
0,5
1,6
1,6
1,8
1,5
0,5
0,5
1,6
1,6
1,6
1,6
1,6
0,6
0,3
1,6
1,5
1,7
1,8
1,6
1,8
1,6
0,6
1,4
1,5
0,5
1,5
1,7
1,6
0,5
0,6
1,5
1,6
1,6
1,6
1,6
1,6
1,7
1,6
0,5
1,8
0,5
1,8
1,5
1,7
1,7
1,6
1,6
0,5
1,4
0,5
0,7
1,6
1,4
1,4
1,5
1,5
1,5
1,6
1,6
1,6
1,6
1,6
0,6
1,5
1,6
1,6
1,7
1,7
1,7
1,7
1,5
1,6
0,5
1,5
1,6
1,6
1,4
1,6
1,6
1,5
1,6
1,7
1,5
0,6
1,6
1,6
1,6
0,5
1,6
1,6
0,6
0,6
0,5
1,6
1,5
1,5
0,5
1,7
1,7
1,8
1,5
1,6
1,8
1,5
0,5
0,7
1,5
1,5
1,7
1,6
1,6
1,7
1,6
1,6
1,5
1,7
1,6
1,8
1,7
1,6
1,6
0,5
1,6
1,6
1,6
1,5
1,6
0,7
1,5
1,6
0,5
0,6
1,6
1,5
1,5
1,6
0,5
1,6
1,6
0,6
1,6
1,7
0,5
1,5
1,5
1,5
1,5
0,6
0,6
1,5
0,7
0,5
1,6
0,8
0,6
1,6
1,6
1,6
1,7
1,5
1,5
1,7
1,5
1,5
0,7
1,6
1,7
0,7
1,7
1,7
1,6
0,8
1,5
1,6
1,6
1,6
1,5
1,6
0,5
1,6
1,5
0,6
1,6
1,5
0,5
1,6
1,4
1,7
1,5
1,6
1,7
0,5
1,5
1,7
1,6
1,5
0,5
1,6
1,5
1,6
0,6
1,6
1,5
1,6
0,7
1,5
1,6
0,7
1,6
0,5
1,4
1,8
1,6
1,6
1,6
1,6
1,7
1,7
1,6
1,7
1,5
1,6
1,6
1,5
1,6
1,6
1,6
1,6
1,5
1,6
0,5
0,5
1,5
1,7
0,6
1,6
0,5
1,5
1,5
0,5
1,4
1,6
1,5
1,5
1,5
1,5
1,7
1,6
1,6
1,8
1,4
1,6
0,6
1,7
1,7
0,5
0,4
1,5
1,7
1,7
1,5
1,6
1,7
1,6
1,7
0,5
1,6
1,6
0,5
0,5
1,5
1,7
1,6
1,5
1,6
1,6
1,6
1,6
1,6
0,5
0,5
0,5
1,6
0,6
0,5
1,6
1,6
1,5
1,6
1,6
1,6
1,7
0,6
1,6
1,6
0,5
1,6
1,7
1,6
0,5
1,6
1,7
1,8
1,5
1,7
0,5
1,5
1,6
0,6
1,6
0,6
1,6
1,6
1,6
1,8
1,6
1,6
0,6
1,6
1,5
1,6
0,6
0,6
1,7
1,5
1,5
0,6
0,5
1,5
1,5
1,4
1,6
1,7
1,6
0,5
0,5
1,6
1,6
1,6
1,6
1,5
0,6
0,6
1,6
1,5
1,7
1,6
0,6
0,6
0,5
1,6
1,6
1,8
1,7
1,5
1,6
1,6
1,6
1,5
1,5
0,6
0,5
1,5
1,5
1,6
1,6
1,6
1,6
0,7
1,6
1,7
1,8
0,6
1,6
1,5
1,5
0,5
0,6
0,5
0,6
1,5
1,5
1,6
1,5
1,7
1,6
1,6
1,6
1,6
1,6
1,7
1,6
1,6
0,5
1,6
1,6
1,7
0,5
0,5
1,6
0,8
1,6
1,7
0,6
1,5
1,5
1,6
1,5
1,6
1,6
1,8
1,6
1,6
1,6
1,5
0,5
1,5
1,5
0,5
1,6
1,6
1,6
0,6
1,7
1,5
1,5
1,6
1,6
1,7
1,5
1,6
1,7
1,6
1,6
1,7
1,7
1,7
1,5
1,6
0,6
1,5
1,6
1,6
1,6
1,6
1,6
0,4
1,6
1,5
1,7
1,7
1,5
0,6
1,7
1,6
1,6
0,5
0,6
1,7
0,6
1,5
1,5
0,6
0,5
1,6
1,6
1,5
1,6
1,6
1,6
1,5
1,5
1,6
1,6
1,6
1,5
1,7
1,7
0,5
0,5
1,6
1,5
1,5
1,7
1,7
1,6
1,7
1,7
1,6
0,7
0,5
0,6
1,6
1,5
1,6
1,6
0,6
1,6
1,6
1,6
1,6
1,5
1,7
0,5
0,6
1,7
1,5
1,6
0,5
0,5
1,6
1,6
0,4
1,6
0,5
1,8
1,8
0,6
1,6
1,7
1,7
1,6
1,4
1,6
0,7
1,4
1,4
1,6
0,6
1,5
1,5
0,7
1,7
1,6
1,7
1,5
0,6
1,5
1,5
1,4
1,5
1,7
0,6
1,5
1,6
1,6
1,7
1,6
1,5
1,5
0,5
0,5
0,5
1,5
1,7
1,5
1,6
1,5
1,6
0,6
1,7
0,5
1,5
1,6
1,6
0,5
1,5
0,6
1,6
1,5
0,5
1,6
1,6
0,5
1,6
1,7
1,5
1,6
1,6
1,6
1,6
1,7
1,6
1,6
0,6
1,5
0,5
0,6
1,6
1,8
1,5
1,6
1,7
1,7
0,5
1,5
1,6
0,5
1,7
0,7
1,6
1,7
1,5
0,4
1,6
1,5
1,7
0,7
1,5
1,5
0,7
1,6
1,6
0,5
1,5
1,6
1,8
1,5
1,7
1,8
1,5
1,7
1,5
1,5
1,6
1,6
1,7
1,6
1,6
1,6
1,5
1,6
1,6
0,5
0,6
1,7
1,5
0,5
1,6
1,7
1,6
0,5
1,7
1,6
1,6
0,5
1,6
1,7
0,6
1,7
1,6
0,5
1,6
0,5
1,6
1,6
1,6
1,5
0,7
1,6
0,5
1,4
1,5
1,6
1,7
1,6
0,6
1,5
1,5
1,7
1,5
1,5
1,6
1,6
0,4
0,7
1,6
1,7
0,5
1,5
1,7
1,6
0,6
0,6
0,5
1,7
1,6
1,7
1,6
1,6
1,7
1,6
1,6
0,5
1,7
0,6
1,6
1,5
1,5
1,5
1,8
0,5
1,6
1,7
1,5
1,6
1,6
1,6
0,5
1,8
1,6
1,6
1,6
1,5
1,5
1,6
1,7
0,5
1,6
0,6
0,5
1,5
1,6
1,6
1,6
1,5
1,5
0,6
1,5
1,7
1,7
1,5
1,5
1,5
0,5
1,6
1,6
1,6
1,6
1,5
1,6
1,6
1,5
1,5
1,6
1,5
1,7
1,6
1,7
1,6
0,6
1,5
1,5
1,6
1,5
1,5
1,5
1,6
1,5
1,5
1,5
1,6
1,6
1,5
0,7
0,6
1,7
1,6
1,6
1,8
1,5
1,4
1,6
1,6
0,5
0,5
1,6
0,6
1,5
